          MJD  MJDbin           uJy         duJy        stdev         x2  Nclip  Ngood  Nexcluded     Mask         m       dm
 57232.299952 57232.5         282.0        245.0          NaN        NaN      0      1          1 0x800000 16.381698      NaN
          NaN 57437.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57438.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57439.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57440.559279 57440.5    -87.877296    24.548367    74.625733   2.609102      1      3          4 0x800000 19.232140      NaN
 57441.554212 57441.5     -17.78965    20.774258    55.865911   1.609023      0      4          4 0x800000 19.413383      NaN
          NaN 57442.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57443.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57444.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57445.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57446.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57447.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57448.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57449.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57450.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57451.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57452.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57453.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57454.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57455.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57456.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57457.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57458.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57459.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57460.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57461.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57462.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57463.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57464.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57465.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57466.511916 57466.5     21.543316     12.82228     9.831921   0.130577      0      4          4 0x800000 19.454438      NaN
          NaN 57467.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57468.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57469.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57470.486202 57470.5     43.551634    66.119816   198.773741   0.546453      0      3          3 0x800000 17.940861      NaN
  57471.31263 57471.5         163.0        130.0          NaN        NaN      0      1          1 0x800000 17.043187      NaN
          NaN 57472.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57473.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57474.538069 57474.5      6.118142    13.785882    29.545163   1.210163      0      4          4 0x800000 19.708820      NaN
          NaN 57475.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57476.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57477.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57478.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57479.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57480.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57481.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57482.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57483.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57484.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57485.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57486.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57487.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57488.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57489.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57490.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57491.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57492.433209 57492.5     -3.914422    10.618586     23.34345    1.17688      0      4          4 0x800000 20.142030      NaN
          NaN 57493.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57494.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57495.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57496.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57497.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57498.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57499.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57500.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57501.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57502.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57503.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57504.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57505.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57506.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57507.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57508.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57509.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57510.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57511.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57512.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57513.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57514.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57515.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57516.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57517.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57518.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57519.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57520.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57521.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57522.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57523.397198 57523.5    -10.270581    12.228499    18.201648   0.451773      0      5          5 0x800000 19.988764      NaN
          NaN 57524.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57525.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57526.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57527.397251 57527.5     -9.918271    18.771663    40.589407    0.80403      0      5          5 0x800000 19.523440      NaN
          NaN 57528.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57529.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57530.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57531.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57532.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57533.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
          NaN 57534.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
 57535.378732 57535.5      19.75218    12.884359    57.933583   2.647442      0      5          5 0x800000 19.483870      NaN
          NaN 57536.5           NaN          NaN          NaN        NaN      0      0          0 0x800000       NaN      NaN
